No.,SecID,Name,Qflow[m3/h],Qflow[m3/h],SecType,Width[mm],Height[mm],Diam[m],Equiv. Diam[m],Vel[m/s],Pvel[Pa],Length[mm],Rough,DP/L[Pa/m],DP_Fric[Pa],FITTING T,Para1,Para2,Corr,C[-],DP[Pa],FITTING S1,Para1,Para2,Para3,Corr,C[-],DP[Pa],FITTING S2,Para1,Para2,Para3,Corr,C[-],DP[Pa],FITTING S3,Para1,Para2,Para3,Corr,C[-],DP[Pa],FITTING S4,Para1,Para2,Para3,Corr,C[-],DP[Pa],DP_Total[Pa],DP_Unbal[Pa],RoomP[Pa],Pres[Pa],Psum[Pa],56,57,58,59,TreeID,TreeLevel,BranLevel,BranID,ElemID,PathInfo,cDesc
-246 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ STRT 3 of BRANCH /P-ME003-001/B6, =469792361/37050,320,320,CIRC,0,0,100,100,11.3177,76.854,1990,0.09,17.3102,34.4473,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,34.4473,0,0,-101.3641,186.2213,,,,,-9,34,5,40,5,-17,STRT 3 of BRANCH /P-ME003-001/B6
-245 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ BEND 2 of BRANCH /P-ME003-001/B6, =469784169/94869,320,320,CIRC,0,0,100,100,11.3177,76.854,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-101.3641,151.774,,,,,-9,33,5,40,4,-17,BEND 2 of BRANCH /P-ME003-001/B6
-244 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ STRT 2 of BRANCH /P-ME003-001/B6, =469792361/39888,320,320,CIRC,0,0,100,100,11.3177,76.854,863,0.09,17.3102,14.9387,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,14.9387,0,0,-116.3028,151.774,,,,,-9,32,5,40,3,-17,STRT 2 of BRANCH /P-ME003-001/B6
-243 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ BEND 1 of BRANCH /P-ME003-001/B6, =469784169/94868,320,320,CIRC,0,0,100,100,11.3177,76.854,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-116.3028,136.8353,,,,,-9,31,5,40,2,-17,BEND 1 of BRANCH /P-ME003-001/B6
-242 ,¡¡ ¡¡ ¡¡ ¦¢ ¦§ STRT 1 of BRANCH /P-ME003-001/B6, =469784169/94866,320,320,CIRC,0,0,100,100,11.3177,76.854,1200,0.09,17.3102,20.7722,ED5-3(B),0,0,0,0.00011728,0.0090135,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,20.7812,3.4629,0,-137.084,136.8353,,,,,-3,30,5,40,1,-17,STRT 1 of BRANCH /P-ME003-001/B6
-241 ,¡¡ ¡¡ ¡¡ ¦¢ TEE 1 of BRANCH /P-ME003-001/B5, =469784169/94855,640,640,CIRC,0,0,160,160,8.8419,46.908,109,0.09,6.0826,0.66301,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.66301,0,0,-141.21,116.054,,,,,-2,29,4,39,11,-14,TEE 1 of BRANCH /P-ME003-001/B5
-240 ,¡¡ ¡¡ ¡¡ ¦¢ STRT 5 of BRANCH /P-ME003-001/B5, =469784169/94846,640,640,CIRC,0,0,160,160,8.8419,46.908,1469,0.09,6.0826,8.9354,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,8.9354,0,0,-150.1453,115.391,,,,,-9,28,4,39,10,-14,STRT 5 of BRANCH /P-ME003-001/B5
-239 ,¡¡ ¡¡ ¡¡ ¦¢ BEND 3 of BRANCH /P-ME003-001/B5, =469784169/94849,640,640,CIRC,0,0,160,160,8.8419,46.908,0,0.09,0,0,,0,0,0,0,0,,15,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-150.1453,106.4557,,,,,-9,27,4,39,9,-14,BEND 3 of BRANCH /P-ME003-001/B5
-238 ,¡¡ ¡¡ ¡¡ ¦¢ STRT 4 of BRANCH /P-ME003-001/B5, =469784169/94852,640,640,CIRC,0,0,160,160,8.8419,46.908,207,0.09,6.0826,1.2591,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.2591,0,0,-151.4044,106.4557,,,,,-9,26,4,39,8,-14,STRT 4 of BRANCH /P-ME003-001/B5
-237 ,¡¡ ¡¡ ¡¡ ¦¢ BEND 2 of BRANCH /P-ME003-001/B5, =469784169/94848,640,640,CIRC,0,0,160,160,8.8419,46.908,0,0.09,0,0,,0,0,0,0,0,,15,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-151.4044,105.1966,,,,,-9,25,4,39,7,-14,BEND 2 of BRANCH /P-ME003-001/B5
-236 ,¡¡ ¡¡ ¡¡ ¦¢ STRT 3 of BRANCH /P-ME003-001/B5, =469784169/101937,640,640,CIRC,0,0,160,160,8.8419,46.908,1360,0.09,6.0826,8.2724,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,8.2724,0,0,-159.6768,105.1966,,,,,-9,24,4,39,6,-14,STRT 3 of BRANCH /P-ME003-001/B5
-235 ,¡¡ ¡¡ ¡¡ ¦¢ DAMPER 1 of BRANCH /P-ME003-001/B5, =469784169/101936,640,640,CIRC,0,0,160,160,8.8419,46.908,140,0.09,6.0826,0.85157,,0,0,0,0,0,A-15G,0,0,0,0,0.5,23.454,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,24.3055,0,0,-183.9823,96.9242,,,,,-9,23,4,39,5,-14,DAMPER 1 of BRANCH /P-ME003-001/B5
-234 ,¡¡ ¡¡ ¡¡ ¦¢ STRT 2 of BRANCH /P-ME003-001/B5, =469792361/37042,640,640,CIRC,0,0,160,160,8.8419,46.908,140,0.09,6.0826,0.85157,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.85157,0,0,-184.8339,72.6187,,,,,-9,22,4,39,4,-14,STRT 2 of BRANCH /P-ME003-001/B5
-233 ,¡¡ ¡¡ ¡¡ ¦¢ BEND 1 of BRANCH /P-ME003-001/B5, =469792361/37037,640,640,CIRC,0,0,160,160,8.8419,46.908,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-184.8339,71.7671,,,,,-9,21,4,39,3,-14,BEND 1 of BRANCH /P-ME003-001/B5
-232 ,¡¡ ¡¡ ¡¡ ¦¢ STRT 1 of BRANCH /P-ME003-001/B5, =469784169/93058,640,640,CIRC,0,0,160,160,8.8419,46.908,114,0.09,6.0826,0.69342,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.69342,0,0,-185.5273,71.7671,,,,,-9,20,4,39,2,-14,STRT 1 of BRANCH /P-ME003-001/B5
-231 ,¡¡ ¡¡ ¡¡ ¦§ DAMPER 1 of BRANCH /P-ME003-901/B1, =469792361/37033,640,640,CIRC,0,0,160,160,8.8419,46.908,200,0.09,6.0826,1.2165,ED5-3(B),0,0,0,-7.0332e-05,-0.0032991,A-15G,0,0,0,0,0.5,23.454,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,24.6672,210.3641,0,-210.1945,71.0737,,,,,-3,19,4,39,1,-14,DAMPER 1 of BRANCH /P-ME003-901/B1
-230 ,¡¡ ¡¡ ¡¡ STRT 4 of BRANCH /T-ME003-001/B2, =469784169/90806,2110,2110,CIRC,0,0,159.5,159.5,29.3338,516.284,100,0.09,59.9408,5.9941,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,5.9941,0,0,-426.5527,46.4065,,,,,-2,18,3,38,10,-1,STRT 4 of BRANCH /T-ME003-001/B2
-229 ,¡¡ ¡¡ ¡¡ STRT 3 of BRANCH /T-ME003-001/B2, =469784169/90805,2110,2110,CIRC,0,0,159.5,159.5,29.3338,516.284,50,0.09,59.9408,2.997,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,2.997,0,0,-429.5497,40.4124,,,,,-9,17,3,38,9,-1,STRT 3 of BRANCH /T-ME003-001/B2
-228 ,¡¡ ¡¡ ¡¡ STRT 2 of BRANCH /T-ME003-001/B2, =469784169/90804,2110,2110,CIRC,0,0,159.5,159.5,29.3338,516.284,70,0.09,59.9408,4.1959,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,4.1959,0,0,-433.7456,37.4153,,,,,-9,16,3,38,8,-1,STRT 2 of BRANCH /T-ME003-001/B2
-227 ,¡¡ ¡¡ ¡¡ STRT 1 of BRANCH /T-ME003-001/B2, =469784169/84614,2110,2110,RECT,300,250,309.0194,299.0652,7.8148,36.6428,400,0.09,2.2418,0.89671,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.89671,0,0,-434.6423,33.2195,,,,,-9,15,3,38,7,-1,STRT 1 of BRANCH /T-ME003-001/B2
-226 ,¡¡ ¡¡ ¡¡ STRT 2 of BRANCH /T-ME003-001/B1, =469792361/42619,2110,2110,RECT,300,250,309.0194,299.0652,7.8148,36.6428,158,0.09,2.2418,0.3542,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.3542,0,0,-434.9965,32.3228,,,,,-9,14,3,38,6,-1,STRT 2 of BRANCH /T-ME003-001/B1
-225 ,¡¡ ¡¡ ¡¡ TAPER 1 of BRANCH /T-ME003-001/B1, =469792361/42616,2110,2110,RECT,380,250,347.7898,335.1085,6.1696,22.8383,100,0.09,1.2562,0.12562,,0,0,0,0,0,ER4-1,42,1.267,0,0,0.058206,1.3293,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.4549,0,0,-436.4515,31.9686,,,,,-9,13,3,38,5,-1,TAPER 1 of BRANCH /T-ME003-001/B1
-224 ,¡¡ ¡¡ ¡¡ STRT 1 of BRANCH /T-ME003-001/B1, =469784169/84613,2110,2110,RECT,300,250,309.0194,299.0652,7.8148,36.6428,50,0.09,2.2418,0.11209,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.11209,0,0,-436.5636,30.5136,,,,,-9,12,3,38,4,-1,STRT 1 of BRANCH /T-ME003-001/B1
-223 ,¡¡ ¡¡ ¡¡ STRT 1 of BRANCH /T-ME003-050/B1, =469784170/69865,2110,2110,RECT,300,250,309.0194,299.0652,7.8148,36.6428,497,0.09,2.2418,1.1142,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.1142,0,0,-437.6777,30.4015,,,,,-9,11,3,38,3,-1,STRT 1 of BRANCH /T-ME003-050/B1
-222 ,¡¡ ¡¡ ¡¡ STRT 4 of BRANCH /T-ME003-022/B1, =469784170/44576,2110,2110,RECT,300,250,309.0194,299.0652,7.8148,36.6428,1277,0.09,2.2418,2.8628,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,2.8628,0,0,-440.5405,29.2874,,,,,-9,10,3,38,2,-1,STRT 4 of BRANCH /T-ME003-022/B1
-221 ,¡¡ ¡¡ ¦£ TAPER 1 of BRANCH /T-ME003-022/B1, =469784170/38731,2110,2110,RECT,250,300,309.0194,299.0652,7.8148,36.6428,200,0.09,2.2418,0.44836,ED5-3(B),0,0,0,0.00016116,0.0059053,ER4-1,40,0.625,0,0,0.235,8.6111,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,9.0653,0,0,-449.6058,26.4246,,,,,-3,9,3,38,1,-1,TAPER 1 of BRANCH /T-ME003-022/B1
-220 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¡¡ ¡¡ FLEXIBLE 1 of BRANCH /P-ME003-H23AF/B2, =469784170/56061,140,140,CIRC,0,0,160,160,1.9342,2.2446,0,0.09,0,0,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,1.1223,,0,0,0,0,0,0,,0,0,0,0,0,0,1.1223,0,0,-1.1223,352.6368,,,,,-1,83,8,37,13,-1004,FLEXIBLE 1 of BRANCH /P-ME003-H23AF/B2
-219 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¡¡ ¡¡ TAPER 1 of BRANCH /P-ME003-H23AF/B2, =469784170/56056,140,140,CIRC,0,0,160,160,1.9342,2.2446,75,0.09,0.37792,0.028344,,0,0,0,0,0,ED4-1,42,2.56,0,0,0.40064,0.89928,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.92763,0,0,-2.0499,351.5145,,,,,-9,82,8,37,12,-4,TAPER 1 of BRANCH /P-ME003-H23AF/B2
-218 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¡¡ ¡¡ STRT 2 of BRANCH /P-ME003-H23AF/B2, =469784170/40572,140,140,CIRC,0,0,100,100,4.9515,14.7103,508,0.09,3.7293,1.8945,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.8945,0,0,-3.9444,350.5868,,,,,-9,81,8,37,11,-4,STRT 2 of BRANCH /P-ME003-H23AF/B2
-217 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¡¡ ¡¡ DAMPER 1 of BRANCH /P-ME003-H23AF/B2, =469784170/40573,140,140,CIRC,0,0,100,100,4.9515,14.7103,140,0.09,3.7293,0.5221,,0,0,0,0,0,A-15G,0,0,0,0,0.5,7.3552,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,7.8773,0,0,-11.8217,348.6924,,,,,-9,80,8,37,10,-4,DAMPER 1 of BRANCH /P-ME003-H23AF/B2
-216 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¡¡ ¡¡ STRT 1 of BRANCH /P-ME003-H23AF/B2, =469784170/56049,140,140,CIRC,0,0,100,100,4.9515,14.7103,355,0.09,3.7293,1.3239,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.3239,0,0,-13.1456,340.8151,,,,,-9,79,8,37,9,-4,STRT 1 of BRANCH /P-ME003-H23AF/B2
-215 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¡¡ ¡¡ DAMPER 1 of BRANCH /P-ME003-H23AC/B1, =469784170/56048,140,140,CIRC,0,0,100,100,4.9515,14.7103,200,0.09,3.7293,0.74586,,0,0,0,0,0,A-15G,0,0,0,0,0.5,7.3552,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,8.101,0,0,-21.2466,339.4912,,,,,-9,78,8,37,8,-4,DAMPER 1 of BRANCH /P-ME003-H23AC/B1
-214 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¡¡ ¡¡ STRT 7 of BRANCH /P-ME003-H23AF/B1, =469784170/47159,140,140,CIRC,0,0,100,100,4.9515,14.7103,1709,0.09,3.7293,6.3733,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,6.3733,0,0,-27.6199,331.3902,,,,,-9,77,8,37,7,-4,STRT 7 of BRANCH /P-ME003-H23AF/B1
-213 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¡¡ ¡¡ BEND 5 of BRANCH /P-ME003-H23AF/B1, =469784170/40567,140,140,CIRC,0,0,100,100,4.9515,14.7103,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-27.6199,325.0168,,,,,-9,76,8,37,6,-4,BEND 5 of BRANCH /P-ME003-H23AF/B1
-212 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¡¡ ¡¡ STRT 6 of BRANCH /P-ME003-H23AF/B1, =469784170/40566,140,140,CIRC,0,0,100,100,4.9515,14.7103,506,0.09,3.7293,1.887,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.887,0,0,-29.507,325.0168,,,,,-9,75,8,37,5,-4,STRT 6 of BRANCH /P-ME003-H23AF/B1
-211 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¡¡ ¡¡ BEND 4 of BRANCH /P-ME003-H23AF/B1, =469784170/70791,140,140,CIRC,0,0,100,100,4.9515,14.7103,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-29.507,323.1298,,,,,-9,74,8,37,4,-4,BEND 4 of BRANCH /P-ME003-H23AF/B1
-210 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¡¡ ¡¡ STRT 5 of BRANCH /P-ME003-H23AF/B1, =469784170/69013,140,140,CIRC,0,0,100,100,4.9515,14.7103,104,0.09,3.7293,0.38785,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.38785,0,0,-29.8948,323.1298,,,,,-9,73,8,37,3,-4,STRT 5 of BRANCH /P-ME003-H23AF/B1
-209 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¡¡ ¡¡ BEND 3 of BRANCH /P-ME003-H23AF/B1, =469784170/70790,140,140,CIRC,0,0,100,100,4.9515,14.7103,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-29.8948,322.742,,,,,-9,72,8,37,2,-4,BEND 3 of BRANCH /P-ME003-H23AF/B1
-208 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¡¡ ¦£ STRT 4 of BRANCH /P-ME003-H23AF/B1, =469784170/69000,140,140,CIRC,0,0,100,100,4.9515,14.7103,1467,0.09,3.7293,5.4709,ED5-3(S),0,0,0,8e-05,0.0011768,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,5.472,0,0,-35.3668,322.742,,,,,-3,71,8,37,1,-4,STRT 4 of BRANCH /P-ME003-H23AF/B1
-207 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¡¡ ¦¢ STRT (=469784170/40653), C=469784170/40653,80,80,CIRC,0,0,100,100,2.8294,4.8034,10,0.09,1.3505,0.013505,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4152,0,0,-2.4152,319.6854,,,,,-1,72,8,36,2,-1005,STRT (=469784170/40653)
-206 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¡¡ ¦§ FLEXIBLE 1 of BRANCH /P-ME003-H23AF/B3, =469784170/40653,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,ED5-3(B),0,0,0,5.0909e-05,0.00024454,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.00024454,32.9514,0,-2.4154,317.2702,,,,,-3,71,8,36,1,-5,FLEXIBLE 1 of BRANCH /P-ME003-H23AF/B3
-205 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¡¡ TEE 2 of BRANCH /P-ME003-H23AF/B1, =469784170/40565,220,220,CIRC,0,0,100,100,7.7809,36.3255,80,0.09,8.5874,0.68699,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.68699,0,0,-36.0538,317.2699,,,,,-2,70,7,35,2,-4,TEE 2 of BRANCH /P-ME003-H23AF/B1
-204 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¦£ STRT 3 of BRANCH /P-ME003-H23AF/B1, =469784170/40564,220,220,CIRC,0,0,100,100,7.7809,36.3255,633,0.09,8.5874,5.4358,ED5-3(S),0,0,0,3.3333e-05,0.0012109,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,5.437,0,0,-41.4909,316.583,,,,,-3,69,7,35,1,-4,STRT 3 of BRANCH /P-ME003-H23AF/B1
-203 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¦¢ STRT (=469784170/40650), C=469784170/40650,80,80,CIRC,0,0,100,100,2.8294,4.8034,10,0.09,1.3505,0.013505,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4152,0,0,-2.4152,313.5594,,,,,-1,70,7,34,2,-1007,STRT (=469784170/40650)
-202 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ ¦§ FLEXIBLE 1 of BRANCH /P-ME003-H23AF/B4, =469784170/40650,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,ED5-3(B),0,0,0,-0.000362,-0.0017388,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,-0.0017388,39.0774,0,-2.4135,311.1442,,,,,-3,69,7,34,1,-7,FLEXIBLE 1 of BRANCH /P-ME003-H23AF/B4
-201 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ TEE 1 of BRANCH /P-ME003-H23AF/B1, =469784170/40563,300,300,CIRC,0,0,100,100,10.6103,67.5475,80,0.09,15.3319,1.2266,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.2266,0,0,-42.7174,311.1459,,,,,-2,68,6,33,16,-4,TEE 1 of BRANCH /P-ME003-H23AF/B1
-200 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ STRT 2 of BRANCH /P-ME003-H23AF/B1, =469784170/69003,300,300,CIRC,0,0,100,100,10.6103,67.5475,1406,0.09,15.3319,21.5567,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,21.5567,0,0,-64.2741,309.9194,,,,,-9,67,6,33,15,-4,STRT 2 of BRANCH /P-ME003-H23AF/B1
-199 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ BEND 2 of BRANCH /P-ME003-H23AF/B1, =469792362/15941,300,300,CIRC,0,0,100,100,10.6103,67.5475,0,0.09,0,0,,0,0,0,0,0,,15,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-64.2741,288.3627,,,,,-9,66,6,33,14,-4,BEND 2 of BRANCH /P-ME003-H23AF/B1
-198 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ BEND 1 of BRANCH /P-ME003-H23AF/B1, =469792362/15945,300,300,CIRC,0,0,100,100,10.6103,67.5475,0,0.09,0,0,,0,0,0,0,0,,15,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-64.2741,288.3627,,,,,-9,65,6,33,13,-4,BEND 1 of BRANCH /P-ME003-H23AF/B1
-197 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ STRT 1 of BRANCH /P-ME003-H23AF/B1, =469784170/69002,300,300,CIRC,0,0,100,100,10.6103,67.5475,700,0.09,15.3319,10.7324,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,10.7324,0,0,-75.0065,288.3627,,,,,-9,64,6,33,12,-4,STRT 1 of BRANCH /P-ME003-H23AF/B1
-196 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ STRT 5 of BRANCH /P-ME003-H22A-007/B2, =469800554/2151,300,300,CIRC,0,0,100,100,10.6103,67.5475,1746,0.09,15.3319,26.7696,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,26.7696,0,0,-101.7761,277.6303,,,,,-9,63,6,33,11,-4,STRT 5 of BRANCH /P-ME003-H22A-007/B2
-195 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ BEND 4 of BRANCH /P-ME003-H22A-007/B2, =469784170/62701,300,300,CIRC,0,0,100,100,10.6103,67.5475,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-101.7761,250.8607,,,,,-9,62,6,33,10,-4,BEND 4 of BRANCH /P-ME003-H22A-007/B2
-194 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ STRT 4 of BRANCH /P-ME003-H22A-007/B2, =469800554/2065,300,300,CIRC,0,0,100,100,10.6103,67.5475,392,0.09,15.3319,6.0101,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,6.0101,0,0,-107.7862,250.8607,,,,,-9,61,6,33,9,-4,STRT 4 of BRANCH /P-ME003-H22A-007/B2
-193 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ BEND 3 of BRANCH /P-ME003-H22A-007/B2, =469784170/62702,300,300,CIRC,0,0,100,100,10.6103,67.5475,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-107.7862,244.8506,,,,,-9,60,6,33,8,-4,BEND 3 of BRANCH /P-ME003-H22A-007/B2
-192 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ STRT 3 of BRANCH /P-ME003-H22A-007/B2, =469792362/16984,300,300,CIRC,0,0,100,100,10.6103,67.5475,1088,0.09,15.3319,16.6811,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,16.6811,0,0,-124.4673,244.8506,,,,,-9,59,6,33,7,-4,STRT 3 of BRANCH /P-ME003-H22A-007/B2
-191 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ BEND 2 of BRANCH /P-ME003-H22A-007/B2, =469784170/62708,300,300,CIRC,0,0,100,100,10.6103,67.5475,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-124.4673,228.1695,,,,,-9,58,6,33,6,-4,BEND 2 of BRANCH /P-ME003-H22A-007/B2
